2,0.0,0.0,0.0,0.0,Iris-setosa
3,0.0,1.0,0.0,0.0,Iris-setosa
4,0.0,1.0,0.0,0.0,Iris-setosa
5,0.0,1.0,0.0,0.0,Iris-setosa
6,0.0,1.0,0.0,0.0,Iris-setosa
7,0.0,1.0,0.0,0.0,Iris-setosa
8,0.0,1.0,0.0,0.0,Iris-setosa
9,0.0,0.0,0.0,0.0,Iris-setosa
10,0.0,1.0,0.0,0.0,Iris-setosa
11,0.0,1.0,0.0,0.0,Iris-setosa
12,0.0,1.0,0.0,0.0,Iris-setosa
13,0.0,0.0,0.0,0.0,Iris-setosa
14,0.0,0.0,0.0,0.0,Iris-setosa
15,0.0,1.0,0.0,0.0,Iris-setosa
16,0.0,1.0,0.0,0.0,Iris-setosa
17,0.0,1.0,0.0,0.0,Iris-setosa
18,0.0,1.0,0.0,0.0,Iris-setosa
19,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
11,0.0,1.0,0.0,0.0,Iris-setosa
11,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,0.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,0.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,0.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,0.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,0.0,1.0,0.0,0.0,Iris-setosa
1,1.0,1.0,1.0,1.0,Iris-versicolor
1,1.0,1.0,1.0,1.0,Iris-versicolor
1,1.0,1.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,1.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,0.0,0.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,0.0,0.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,0.0,1.0,0.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,0.0,1.0,Iris-versicolor
1,1.0,1.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,0.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,0.0,Iris-versicolor
1,1.0,1.0,1.0,1.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,0.0,1.0,0.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,0.0,0.0,Iris-versicolor
1,0.0,0.0,1.0,0.0,Iris-versicolor
1,0.0,0.0,0.0,0.0,Iris-versicolor
1,0.0,0.0,1.0,0.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,1.0,1.0,1.0,Iris-versicolor
1,1.0,1.0,1.0,1.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,0.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,0.0,Iris-versicolor
1,0.0,0.0,0.0,0.0,Iris-versicolor
1,0.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,1.0,0.0,Iris-versicolor
1,0.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,0.0,1.0,1.0,Iris-versicolor
1,0.0,0.0,0.0,0.0,Iris-versicolor
1,0.0,0.0,1.0,1.0,Iris-versicolor
1,1.0,1.0,1.0,1.0,Iris-virginica
1,0.0,0.0,1.0,1.0,Iris-virginica
1,1.0,0.0,1.0,1.0,Iris-virginica
1,1.0,0.0,1.0,1.0,Iris-virginica
1,1.0,0.0,1.0,1.0,Iris-virginica
1,1.0,0.0,1.0,1.0,Iris-virginica
1,0.0,0.0,1.0,1.0,Iris-virginica
1,1.0,0.0,1.0,1.0,Iris-virginica
1,1.0,0.0,1.0,1.0,Iris-virginica
1,1.0,1.0,1.0,1.0,Iris-virginica
1,1.0,1.0,1.0,1.0,Iris-virginica
1,1.0,0.0,1.0,1.0,Iris-virginica
1,1.0,0.0,1.0,1.0,Iris-virginica
1,0.0,0.0,1.0,1.0,Iris-virginica
1,0.0,0.0,1.0,1.0,Iris-virginica
1,1.0,1.0,1.0,1.0,Iris-virginica
1,1.0,0.0,1.0,1.0,Iris-virginica
1,1.0,1.0,1.0,1.0,Iris-virginica
